Date,EUR/USD Close,USD/JPY Close,USD/CHF Close,GBP/USD Close,USD/CAD Close,EUR/GBP Close,EUR/JPY Close,EUR/CHF Close,AUD/USD Close,GBP/JPY Close,CHF/JPY Close,GBP/CHF Close,NZD/USD Close
2001-03-29,0.8826,123.59,1.7285,1.437,1.5735,0.6185,109.08,1.5255,0.4925,176.37,71.51,2.4665,0
2001-03-30,0.879,126.15,1.7414,1.4174,1.5762,0.6201,110.88,1.5307,0.4851,178.8,72.44,2.4683,0
2001-04-02,0.8799,126.45,1.7346,1.4168,1.5769,0.621,111.27,1.5263,0.4889,179.16,72.9,2.4576,0
2001-04-03,0.8962,126.66,1.7041,1.4329,1.5792,0.6254,112.62,1.5272,0.4871,180.06,73.74,2.4418,0
2001-04-04,0.9023,125.4,1.6932,1.4341,1.5712,0.6292,113.15,1.5277,0.489,179.83,74.06,2.4282,0
2001-04-05,0.8966,124.12,1.7032,1.428,1.5744,0.6271,111.29,1.5271,0.4906,177.24,72.88,2.4321,0
2001-04-06,0.9027,124.01,1.6939,1.4372,1.5639,0.6281,111.94,1.5291,0.4977,178.22,73.21,2.4345,0
2001-04-09,0.8981,125.06,1.7014,1.4463,1.5649,0.621,112.31,1.5281,0.4937,180.87,73.5,2.4608,0
2001-04-10,0.8881,124.46,1.7185,1.4337,1.5559,0.6194,110.53,1.5262,0.4957,178.44,72.42,2.4638,0
2001-04-11,0.887,124.76,1.711,1.4365,1.5629,0.6175,110.66,1.5262,0.5034,179.22,72.92,2.4578,0
2001-04-12,0.8917,123.73,1.7064,1.439,1.5586,0.6197,110.33,1.5216,0.5093,178.05,72.51,2.4555,0
2001-04-13,0.891,124.2,1.709,1.438,1.5625,0.6195,110.65,1.522,0.509,178.85,72.7,2.456,0
2001-04-16,0.8862,124.35,1.7183,1.4347,1.5606,0.6177,110.2,1.5228,0.5107,178.4,72.37,2.4652,0
2001-04-17,0.8819,123.36,1.7318,1.4297,1.5599,0.6168,108.79,1.5273,0.5034,176.37,71.23,2.476,0
2001-04-18,0.8846,122.3,1.7308,1.4269,1.5637,0.6199,108.19,1.5311,0.5029,174.51,70.66,2.4697,0
2001-04-19,0.894,121.62,1.7101,1.444,1.5505,0.6191,108.73,1.5288,0.5153,175.62,71.12,2.4693,0
2001-04-20,0.9039,122.5,1.6922,1.442,1.5453,0.6268,110.73,1.5296,0.5164,176.64,72.39,2.4402,0
2001-04-23,0.8972,121.2,1.7055,1.4395,1.5486,0.6233,110.73,1.5302,0.5052,174.47,71.07,2.4551,0
2001-04-24,0.8942,122.16,1.714,1.436,1.5474,0.6227,109.24,1.5326,0.5043,175.43,71.28,2.4613,0
2001-04-25,0.8965,122.25,1.7075,1.4402,1.5494,0.6225,109.6,1.5308,0.5055,175.06,71.59,2.4592,0
2001-04-26,0.9039,123.16,1.703,1.4411,1.5456,0.6272,111.33,1.5393,0.5094,177.49,72.39,2.4542,0
2001-04-27,0.8913,124.06,1.7263,1.4334,1.5403,0.6218,110.58,1.5387,0.5087,177.83,71.87,2.4745,0
2001-04-30,0.8883,123.69,1.7326,1.4308,1.5359,0.6218,109.87,1.5391,0.5127,176.98,71.39,2.479,0
2001-05-01,0.8921,122.16,1.7287,1.4343,1.5348,0.622,108.98,1.5422,0.5187,175.21,70.66,2.4795,0
2001-05-02,0.8932,121.78,1.7282,1.4329,1.5332,0.6234,108.78,1.5437,0.5203,174.5,70.47,2.4764,0
2001-05-03,0.89,121.47,1.7332,1.4355,1.5338,0.62,108.11,1.5426,0.5191,174.37,70.08,2.488,0
2001-05-04,0.8946,121.26,1.727,1.4385,1.5348,0.6219,108.48,1.545,0.5202,174.43,70.21,2.4842,0
2001-05-07,0.8904,121.23,1.7321,1.4385,1.5411,0.619,107.94,1.5423,0.5191,174.38,69.99,2.4916,0
2001-05-08,0.8835,121.35,1.7444,1.426,1.5463,0.6196,107.21,1.5411,0.5154,173.04,69.57,2.4875,0
2001-05-09,0.8849,122.24,1.7424,1.4216,1.5382,0.6225,108.17,1.5419,0.5238,173.77,70.15,2.4771,0
2001-05-10,0.8819,122.6,1.7426,1.4233,1.543,0.6196,108.12,1.5368,0.5238,174.5,70.35,2.4803,0
2001-05-11,0.8762,122.59,1.7489,1.4201,1.5503,0.617,107.41,1.5324,0.5219,174.09,70.09,2.4837,0
2001-05-14,0.8744,123.29,1.7513,1.4196,1.5511,0.6159,107.81,1.5315,0.5197,175.03,70.4,2.4861,0
2001-05-15,0.8782,123.48,1.7446,1.424,1.5464,0.6167,108.44,1.5321,0.521,175.84,70.78,2.4843,0
2001-05-16,0.8743,123.51,1.7333,1.4307,1.5395,0.6181,109.22,1.5328,0.52,176.71,71.26,2.4798,0
2001-05-17,0.8829,122.57,1.7392,1.431,1.5346,0.617,108.22,1.5356,0.5281,176.23,70.47,2.4888,0
2001-05-18,0.8796,123.66,1.7445,1.4395,1.5336,0.611,108.77,1.5344,0.5293,178.01,70.89,2.5112,0
2001-05-21,0.8769,122.57,1.7469,1.4391,1.5372,0.6093,107.48,1.5319,0.5279,176.39,70.16,2.514,0
2001-05-22,0.8652,122.72,1.7675,1.4271,1.5401,0.6063,106.18,1.5292,0.5248,175.14,69.43,2.5224,0
2001-05-23,0.8552,119.83,1.7804,1.4185,1.5525,0.6036,102.59,1.5243,0.5175,169.97,67.3,2.5254,0
2001-05-24,0.8566,120.02,1.7787,1.4087,1.5477,0.6081,102.81,1.5236,0.5193,169.07,67.48,2.5056,0
2001-05-25,0.8582,120.59,1.7779,1.422,1.5483,0.6035,103.49,1.5258,0.5193,171.48,67.82,2.5282,0
2001-05-28,0.8595,121.09,1.7785,1.421,1.544,0.6049,104.08,1.5285,0.5203,172.07,68.09,2.5272,0
2001-05-29,0.8561,120.09,1.7804,1.4227,1.5376,0.6017,102.81,1.5242,0.5172,170.85,67.45,2.5329,0
2001-05-30,0.8569,120.33,1.7785,1.4272,1.5458,0.6004,103.11,1.524,0.5126,171.73,67.66,2.5382,0
2001-05-31,0.8562,119.16,1.7959,1.4251,1.5366,0.5976,100.83,1.5197,0.5059,171.97,66.35,2.5432,0
2001-06-01,0.8476,119.09,1.7939,1.418,1.533,0.5977,100.94,1.5205,0.5085,168.87,66.39,2.5438,0
2001-06-04,0.846,119.34,1.7942,1.4146,1.536,0.598,100.96,1.5179,0.5064,168.81,66.51,2.5381,0
2001-06-05,0.8525,120.33,1.7795,1.411,1.5302,0.6042,102.58,1.5171,0.5088,169.79,67.62,2.5109,0
2001-06-06,0.8478,120.37,1.7919,1.3911,1.526,0.6094,102.05,1.519,0.5161,167.44,67.17,2.4927,0
2001-06-07,0.8505,120.02,1.793,1.3902,1.5191,0.6118,102.08,1.5249,0.5192,166.86,66.94,2.4926,0
2001-06-08,0.8512,120.99,1.7914,1.3813,1.5196,0.6162,102.98,1.5248,0.5257,167.12,67.54,2.4744,0
2001-06-11,0.8438,121.93,1.8027,1.3745,1.5172,0.6139,102.8,1.5211,0.5232,167.59,67.63,2.4778,0
2001-06-12,0.852,121.68,1.7895,1.3733,1.526,0.6203,103.67,1.5247,0.5241,167.13,68,2.4579,0
2001-06-13,0.8531,122.08,1.7908,1.3907,1.5164,0.6133,104.15,1.5277,0.5292,169.78,68.17,2.4905,0
2001-06-14,0.8629,121.38,1.7692,1.4019,1.5233,0.6154,104.15,1.5266,0.5254,170.16,68.61,2.4802,0
2001-06-15,0.8615,123.09,1.7785,1.4045,1.5239,0.6134,106.04,1.5322,0.5261,172.88,69.21,2.4979,0
2001-06-18,0.8611,123.35,1.777,1.4045,1.5345,0.6131,106.22,1.5302,0.5236,173.25,69.42,2.4958,0
2001-06-19,0.854,123.11,1.7794,1.4001,1.5345,0.61,105.13,1.5282,0.5199,172.36,68.8,2.5054,0
2001-06-20,0.8545,123.71,1.7855,1.3989,1.5348,0.6108,105.71,1.5257,0.5191,173.06,69.29,2.4977,0
2001-06-21,0.8552,124.41,1.7776,1.4167,1.5236,0.6037,106.4,1.5202,0.517,176.25,69.99,2.5183,0
2001-06-22,0.856,124.4,1.7758,1.4116,1.5256,0.6064,106.49,1.5201,0.5161,175.6,70.05,2.5067,0
2001-06-25,0.8605,123.83,1.7673,1.4139,1.5164,0.6086,106.56,1.5208,0.518,175.09,70.07,2.4988,0
2001-06-26,0.8633,123.75,1.7647,1.4153,1.5163,0.61,106.83,1.5235,0.5221,175.14,70.12,2.4976,0
2001-06-27,0.8608,124.28,1.7669,1.4165,1.5164,0.6077,106.83,1.521,0.5183,176.04,70.34,2.5028,0
2001-06-28,0.8443,124.72,1.8004,1.4086,1.5215,0.5994,105.3,1.5201,0.5071,175.68,69.27,2.5361,0
2001-06-29,0.8494,124.79,1.7944,1.4134,1.5132,0.6009,105.98,1.524,0.5096,176.37,69.54,2.5362,0
2001-07-02,0.8463,124.42,1.7966,1.4161,1.5136,0.5976,105.3,1.5204,0.5106,176.19,69.26,2.5441,0
2001-07-03,0.848,124.4,1.7966,1.4062,1.5106,0.603,105.49,1.5235,0.518,174.93,69.26,2.5263,0
2001-07-04,0.846,124.48,1.7985,1.407,1.511,0.6009,105.32,1.5225,0.5178,175.14,69.21,2.5305,0
2001-07-05,0.8365,125.77,1.8189,1.4004,1.5109,0.5973,105.21,1.5215,0.5147,176.13,69.15,2.5471,0
2001-07-06,0.8473,126.03,1.7938,1.4123,1.5218,0.5999,106.78,1.5199,0.5078,177.99,70.2,2.5334,0
2001-07-09,0.8477,125.42,1.7965,1.4083,1.5218,0.6019,106.32,1.5229,0.5101,176.63,69.81,2.53,0
2001-07-10,0.8548,125.37,1.7805,1.411,1.52,0.6058,107.16,1.522,0.5094,176.89,70.41,2.5123,0
2001-07-11,0.8594,124.35,1.765,1.4082,1.5242,0.6103,106.86,1.5168,0.5052,175.11,70.45,2.4854,0
2001-07-12,0.8535,123.79,1.7703,1.4076,1.5272,0.6064,105.66,1.5109,0.504,174.25,69.93,2.4918,0
2001-07-13,0.8539,124.89,1.7717,1.402,1.5393,0.6091,106.65,1.5129,0.5083,175.1,70.49,2.484,0
2001-07-16,0.8551,125.44,1.7692,1.4011,1.5373,0.6093,107.27,1.5129,0.5081,175.76,70.9,2.4789,0
2001-07-17,0.8589,125.11,1.7552,1.3994,1.54,0.6137,107.45,1.5073,0.5091,175.07,71.28,2.4562,0
2001-07-18,0.8723,123.95,1.7233,1.4173,1.5393,0.6155,108.12,1.5032,0.5143,175.67,71.93,2.4424,0
2001-07-19,0.8715,123.39,1.7273,1.4281,1.5418,0.6103,107.53,1.5054,0.5148,176.21,71.43,2.4668,0
2001-07-20,0.8715,122.83,1.7263,1.4311,1.5425,0.609,107.04,1.5045,0.5057,175.77,71.15,2.4706,0
2001-07-23,0.8687,124.43,1.7338,1.4191,1.5445,0.6121,108.09,1.5062,0.5082,176.58,71.77,2.4604,0
2001-07-24,0.8751,123.9,1.7198,1.4236,1.5398,0.6147,108.43,1.505,0.5078,176.39,72.04,2.4483,0
2001-07-25,0.8803,123.65,1.7148,1.4276,1.5368,0.6166,108.85,1.5095,0.507,176.52,72.11,2.4481,0
2001-07-26,0.8782,123.72,1.7188,1.4284,1.533,0.6148,108.65,1.5095,0.5088,176.72,71.98,2.4552,0
2001-07-27,0.8763,123.62,1.7227,1.4243,1.5326,0.6152,108.33,1.5096,0.508,176.07,71.76,2.4536,0
2001-07-30,0.8749,125.14,1.7267,1.4269,1.5299,0.6131,109.49,1.5107,0.5051,178.57,72.47,2.4639,0
2001-07-31,0.8751,125.1,1.7279,1.4255,1.5306,0.6139,109.48,1.5121,0.5087,178.33,72.4,2.4631,0
2001-08-01,0.8811,124.64,1.7127,1.4344,1.5351,0.6143,109.96,1.5091,0.519,178.79,72.77,2.4568,0
2001-08-02,0.883,123.77,1.71,1.4316,1.5364,0.6168,109.29,1.5099,0.52,177.19,72.38,2.448,0
2001-08-03,0.8842,123.68,1.7068,1.4289,1.53,0.6188,109.36,1.5092,0.5185,176.73,72.46,2.4388,0
2001-08-06,0.8818,123.87,1.7093,1.4201,1.5258,0.6209,109.23,1.5073,0.5178,175.91,72.47,2.4274,0
2001-08-07,0.8771,123.49,1.7174,1.4171,1.5357,0.6189,108.31,1.5064,0.5157,174.99,71.9,2.4338,0
2001-08-08,0.8806,123.4,1.7095,1.4163,1.535,0.6218,108.67,1.5054,0.5196,174.77,72.18,2.4212,0
2001-08-09,0.8925,121.85,1.687,1.4261,1.5398,0.6258,108.75,1.5057,0.5127,173.78,72.23,2.4059,0
2001-08-10,0.8936,122.01,1.6935,1.4239,1.5419,0.6274,108.99,1.5128,0.5141,173.73,72.05,2.4114,0
2001-08-13,0.8977,122.46,1.6898,1.4219,1.5374,0.6313,109.93,1.5169,0.518,174.13,72.47,2.4027,0
2001-08-14,0.9027,121.72,1.6805,1.4285,1.5365,0.6319,109.88,1.517,0.5217,173.87,72.43,2.4005,0
2001-08-15,0.9125,119.65,1.6645,1.44,1.5265,0.634,109.2,1.5185,0.529,172.3,71.9,2.396,0
2001-08-16,0.9142,119.88,1.6615,1.4478,1.5363,0.6318,109.59,1.519,0.5264,173.46,72.15,2.4042,0
2001-08-17,0.9174,120.27,1.6562,1.4466,1.5435,0.6342,110.33,1.5194,0.5366,173.98,72.62,2.3959,0
2001-08-20,0.9137,120.71,1.6619,1.4443,1.5451,0.6326,110.3,1.5185,0.5323,174.35,72.64,2.4003,0
2001-08-21,0.913,119.77,1.662,1.4496,1.5481,0.6298,109.35,1.5174,0.5321,173.62,72.06,2.4092,0
2001-08-22,0.9146,120.45,1.6646,1.449,1.5431,0.6312,110.16,1.5225,0.5332,174.53,72.36,2.4121,0
2001-08-23,0.9154,119.76,1.6601,1.4476,1.5415,0.6324,109.63,1.5197,0.5333,173.36,72.14,2.4032,0
2001-08-24,0.913,120.14,1.6651,1.4435,1.54,0.6325,109.68,1.5202,0.5344,173.42,72.15,2.4036,0
2001-08-27,0.9116,119.92,1.6675,1.4449,1.5414,0.6309,109.32,1.5199,0.5293,173.28,71.93,2.4091,0
2001-08-28,0.9111,120.12,1.6645,1.451,1.5404,0.6279,109.44,1.5166,0.5296,174.29,72.16,2.4153,0
2001-08-29,0.9104,120.15,1.6673,1.4524,1.5452,0.6268,109.38,1.5179,0.5293,174.5,72.06,2.4216,0
2001-08-30,0.9173,119.33,1.6511,1.4589,1.5466,0.6288,109.46,1.5143,0.5323,174.04,72.28,2.408,0
2001-08-31,0.9097,118.79,1.6668,1.4545,1.5502,0.6255,108.07,1.5163,0.5301,172.78,71.27,2.4243,0
2001-09-03,0.9077,118.7,1.6698,1.455,1.5505,0.6238,107.74,1.5157,0.5275,172.78,71.09,2.4295,0
2001-09-04,0.8858,119.47,1.7078,1.4422,1.5606,0.6142,105.83,1.5128,0.5191,172.3,69.96,2.4629,0
2001-09-05,0.8864,120.74,1.7057,1.4579,1.5569,0.608,107.02,1.512,0.5206,176.02,70.68,2.4868,0
2001-09-06,0.8947,121.06,1.6898,1.4558,1.5574,0.6146,108.31,1.5119,0.5221,176.24,71.64,2.48,0
2001-09-07,0.9053,120.12,1.6756,1.4612,1.566,0.6196,108.75,1.5169,0.5192,175.52,71.69,2.4484,0
2001-09-10,0.9001,120.92,1.6848,1.4584,1.563,0.6172,108.84,1.5165,0.5139,176.35,71.77,2.457,0
2001-09-11,0.915,119.3,1.6385,1.476,1.565,0.6199,109.16,1.4992,0.5205,176.09,71.81,2.4185,0
2001-09-12,0.907,119.5,1.6589,1.468,1.561,0.6178,108.39,1.5046,0.5158,175.43,72.04,2.4353,0
2001-09-13,0.9121,118.66,1.6477,1.4706,1.5669,0.6202,108.23,1.5039,0.5152,174.5,72.01,2.4231,0
2001-09-14,0.9218,117.04,1.6221,1.4714,1.566,0.6265,107.88,1.4953,0.5143,172.21,72.15,2.3868,0
2001-09-17,0.9258,117.48,1.6031,1.4663,1.5699,0.6314,108.76,1.4841,0.5026,172.26,73.28,2.3868,0
2001-09-18,0.9251,117.23,1.5984,1.4686,1.5723,0.6299,108.45,1.4815,0.4953,172.17,73.34,2.3474,0
2001-09-19,0.93,117.52,1.5968,1.4694,1.5701,0.6329,109.29,1.4785,0.4923,172.68,74.06,2.3317,0
2001-09-20,0.9257,116.03,1.5893,1.4653,1.5713,0.6317,107.41,1.4712,0.493,172.7,73.01,2.3288,0
2001-09-21,0.9132,116.74,1.5803,1.4557,1.5708,0.6273,106.61,1.4432,0.4838,169.94,73.87,2.3005,0
2001-09-24,0.9163,117.57,1.5982,1.4628,1.57,0.6264,107.73,1.4645,0.4913,171.98,73.56,2.3379,0
2001-09-25,0.9229,117.61,1.5901,1.4701,1.5708,0.6278,107.54,1.4675,0.4932,172.9,74.18,2.3376,0
2001-09-26,0.9234,117.84,1.5986,1.4749,1.5723,0.6261,108.81,1.4762,0.4897,173.8,73.71,2.3578,0
2001-09-27,0.9174,119.64,1.6145,1.4739,1.5787,0.6224,109.76,1.4812,0.4854,176.34,74.1,2.3796,0
2001-09-28,0.9101,119.48,1.6193,1.4724,1.5778,0.6181,108.73,1.4737,0.4912,175.92,73.78,2.3843,0
2001-10-01,0.9169,120.23,1.6169,1.4781,1.5729,0.6203,110.24,1.4825,0.4952,177.71,74.36,2.3899,0
2001-10-02,0.9188,120.85,1.6182,1.4692,1.568,0.6254,111.03,1.4868,0.4949,177.55,74.68,2.3774,0
2001-10-03,0.913,120.79,1.6252,1.4748,1.568,0.6191,110.28,1.4838,0.4971,178.14,74.32,2.3968,0
2001-10-04,0.9156,120.68,1.623,1.4763,1.5685,0.6202,110.49,1.4858,0.4972,178.15,74.36,2.396,0
2001-10-05,0.917,120.35,1.6182,1.4803,1.5612,0.6195,110.36,1.483,0.5075,178.15,74.37,2.3955,0
2001-10-08,0.92,119.8,1.609,1.475,1.5625,0.6235,110.2,1.481,0.5075,176.6,74.5,2.374,0
2001-10-09,0.9135,120.28,1.624,1.459,1.5651,0.6261,109.87,1.4835,0.501,175.48,74.06,2.3694,0
2001-10-10,0.9106,120.37,1.6286,1.451,1.5684,0.6276,109.61,1.483,0.5022,174.66,73.91,2.3631,0
2001-10-11,0.9033,121.44,1.6449,1.4446,1.5659,0.6253,109.7,1.4858,0.5013,175.44,73.83,2.3782,0
2001-10-12,0.9091,121.38,1.6294,1.4504,1.5655,0.6268,110.35,1.4813,0.5038,176.05,74.5,2.3632,0
2001-10-15,0.9083,120.95,1.6274,1.4484,1.5575,0.6271,109.86,1.4782,0.5163,175.19,74.32,2.3571,0
2001-10-16,0.9086,121.31,1.6332,1.4477,1.5239,0.6276,110.22,1.4839,0.5118,175.62,74.28,2.3643,0
2001-10-17,0.903,121.24,1.6396,1.4472,1.5698,0.624,109.48,1.4839,0.5138,175.46,73.94,2.3728,0
2001-10-18,0.9042,121.17,1.6348,1.4456,1.5785,0.6255,109.56,1.4782,0.5075,175.16,74.12,2.3633,0
2001-10-19,0.8991,121.19,1.6423,1.4352,1.5761,0.6265,108.96,1.4766,0.5085,173.93,73.79,2.3571,0
2001-10-22,0.8925,122.48,1.6575,1.4247,1.5783,0.6264,109.31,1.4793,0.5101,174.5,73.89,2.3614,0
2001-10-23,0.8906,122.71,1.661,1.425,1.5714,0.625,109.28,1.4793,0.5074,174.86,73.88,2.3669,0
2001-10-24,0.8934,122.88,1.6579,1.4282,1.5737,0.6255,109.78,1.4811,0.5081,175.5,74.12,2.3677,0
2001-10-25,0.8938,122.94,1.6509,1.4289,1.5734,0.6255,109.88,1.4756,0.5042,175.67,74.47,2.359,0
2001-10-26,0.8919,122.74,1.6536,1.4373,1.5776,0.6205,109.48,1.4749,0.5021,176.42,74.23,2.3768,0
2001-10-29,0.9035,122.03,1.6306,1.4525,1.5738,0.622,110.26,1.4732,0.504,177.25,74.84,2.3684,0
2001-10-30,0.9049,122.03,1.6233,1.4529,1.578,0.6228,110.42,1.4692,0.5043,177.3,75.16,2.3589,0
2001-10-31,0.9,122.32,1.6332,1.4552,1.5879,0.6185,110.09,1.4703,0.5036,178,74.88,2.3773,0
2001-11-01,0.9037,121.9,1.6284,1.4623,1.5944,0.618,110.24,1.4716,0.5092,178.38,74.91,2.3813,0
2001-11-02,0.9024,121.79,1.6315,1.4615,1.5915,0.6174,109.9,1.4723,0.5087,177.99,74.65,2.3845,0
2001-11-05,0.8975,121.8,1.6413,1.4596,1.5938,0.6149,109.31,1.4731,0.5086,177.79,74.2,2.396,0
2001-11-06,0.8973,121.06,1.6388,1.4603,1.5918,0.6145,108.63,1.4705,0.5147,176.79,73.87,2.3931,0
2001-11-07,0.8954,120.91,1.641,1.4624,1.59854,0.6123,108.26,1.4693,0.5154,176.82,73.68,2.3997,0
2001-11-08,0.8939,120.07,1.642,1.4537,1.5989,0.6143,107.22,1.4663,0.5153,174.54,73.12,2.387,0
2001-11-09,0.8935,120.17,1.6398,1.4571,1.6035,0.6132,107.37,1.4651,0.5141,175.1,73.29,2.3893,0
2001-11-12,0.895,120.4,1.636,1.4575,1.603,0.6135,107.75,1.464,0.518,175.12,73.6,2.378,0
2001-11-13,0.8813,121.55,1.6698,1.4432,1.5944,0.615,107.12,1.4716,0.5201,175.41,72.79,2.4099,0
2001-11-14,0.8832,121.55,1.6626,1.4415,1.5924,0.6127,107.35,1.4684,0.5196,175.21,73.11,2.3966,0
2001-11-15,0.8814,122.44,1.6622,1.4322,1.5873,0.6154,107.92,1.4651,0.5185,175.36,73.11,2.3806,0
2001-11-16,0.8846,122.88,1.6568,1.4281,1.5898,0.6194,108.7,1.4656,0.5224,175.49,74.17,2.3661,0
2001-11-19,0.8796,123.29,1.6582,1.4135,1.5863,0.6223,108.45,1.4585,0.522,174.27,74.35,2.3438,0
2001-11-20,0.8828,122.66,1.6494,1.4193,1.5949,0.622,108.29,1.4561,0.5199,174.1,74.37,2.341,0
2001-11-21,0.8782,123.15,1.6555,1.4153,1.6017,0.6204,108.15,1.454,0.5163,174.31,74.38,2.3435,0
2001-11-22,0.878,123.95,1.6585,1.4125,1.6,0.6225,108.85,1.459,0.517,175,74.65,2.346,0
2001-11-23,0.8784,124.36,1.6668,1.4107,1.5984,0.6227,109.24,1.4641,0.517,175.43,74.61,2.3513,0
2001-11-26,0.8804,124.1,1.6639,1.4114,1.6003,0.6238,109.25,1.4649,0.5187,175.15,74.58,2.3484,0
2001-11-27,0.8822,123.97,1.6586,1.4145,1.595,0.6237,109.37,1.4633,0.5235,175.35,74.74,2.3462,0
2001-11-28,0.8877,123.06,1.6469,1.4252,1.5843,0.6229,109.24,1.462,0.5215,175.38,74.72,2.3472,0
2001-11-29,0.8888,123.72,1.6532,1.427,1.5812,0.6228,109.96,1.4693,0.5177,176.55,74.85,2.3591,0
2001-11-30,0.896,123.5,1.642,1.4239,1.5732,0.6293,110.65,1.4713,0.522,175.85,75.22,2.3381,0
2001-12-03,0.8919,124.02,1.6548,1.4253,1.5752,0.6258,110.61,1.4759,0.5168,176.77,74.95,2.3586,0
2001-12-04,0.8901,124.15,1.6537,1.4213,1.5715,0.6263,110.51,1.472,0.5154,176.45,75.07,2.3504,0
2001-12-05,0.8869,124.24,1.6625,1.4155,1.572,0.6266,110.19,1.4745,0.5174,175.86,74.73,2.3533,0
2001-12-06,0.8951,124.76,1.6474,1.4282,1.5725,0.6267,111.67,1.4745,0.5195,178.18,75.73,2.3529,0
2001-12-07,0.8897,125.57,1.6589,1.4332,1.574,0.6208,111.72,1.4759,0.5151,179.96,75.69,2.3776,0
2001-12-10,0.8897,126.18,1.6637,1.4333,1.5783,0.6207,112.26,1.4802,0.5146,180.85,75.84,2.3846,0
2001-12-11,0.8916,126.2,1.6546,1.4375,1.5757,0.6202,112.52,1.4753,0.515,181.41,76.29,2.3785,0
2001-12-12,0.8982,126.22,1.6417,1.4469,1.5662,0.6208,113.37,1.4745,0.5205,182.63,76.88,2.3753,0
2001-12-13,0.8935,126.22,1.6509,1.4421,1.5674,0.6196,112.78,1.4751,0.5188,182.03,76.45,2.3807,0
2001-12-14,0.9041,127.3,1.6288,1.4546,1.5604,0.6215,115.09,1.4726,0.519,185.17,78.16,2.3689,0
2001-12-17,0.9026,127.53,1.6339,1.4596,1.5653,0.6183,115.1,1.4748,0.5174,186.14,78.05,2.3649,0
2001-12-18,0.9028,127.81,1.6341,1.4566,1.5738,0.6198,115.38,1.4753,0.5151,186.16,78.21,2.3802,0
2001-12-19,0.9001,128.1,1.6384,1.45,1.5744,0.6208,115.31,1.4747,0.5107,185.75,78.19,2.3756,0
2001-12-20,0.9,128.56,1.6312,1.4482,1.5783,0.6215,115.71,1.468,0.5053,186.19,78.82,2.3622,0
2001-12-21,0.887,129.71,1.6549,1.4375,1.5855,0.617,115.05,1.4679,0.5076,186.46,78.38,2.3789,0
2001-12-24,0.8767,129.71,1.695,1.4429,1.5969,0.6076,114.72,1.486,0.5085,187.16,78.53,2.4457,0
2001-12-25,0.879,130.85,1.687,1.4445,1.5935,0.6085,115,1.483,0.509,189.05,77.58,2.4375,0
2001-12-26,0.8786,130.84,1.693,1.4541,1.6005,0.6042,114.96,1.4875,0.5076,190.25,77.28,2.4618,0
2001-12-27,0.8829,131.71,1.6789,1.4507,1.5972,0.6086,116.29,1.4823,0.5071,191.07,78.45,2.4356,0
2001-12-28,0.8839,131.11,1.6746,1.4503,1.5914,0.6095,115.89,1.4802,0.5105,190.14,78.29,2.4286,0
2001-12-31,0.8904,131.56,1.6613,1.455,1.5927,0.612,117.14,1.4792,0.5099,191.42,79.19,2.4172,0
2002-01-01,0.8904,131.56,1.6613,1.455,1.5927,0.612,0.612,1.4792,0.5099,191.42,79.79,2.4172,0
2002-01-02,0.9039,132.11,1.6428,1.4449,1.598,0.6256,119.41,1.4849,0.5152,190.88,80.42,2.3726,0
2002-01-03,0.8999,131.81,1.6487,1.4373,1.5975,0.6261,118.61,1.4837,0.5149,189.45,79.94,2.3697,0
2002-01-04,0.8953,130.98,1.6511,1.4463,1.5973,0.619,117.27,1.4782,0.5209,189.44,79.33,2.388,0
2002-01-07,0.8933,131.07,1.6503,1.439,1.5985,0.6208,117.08,1.4742,0.5198,188.6,79.42,2.3747,0
2002-01-08,0.8925,132.72,1.6553,1.4392,1.5945,0.6201,118.45,1.4773,0.5242,191,80.18,2.3823,0
2002-01-09,0.8907,132.62,1.662,1.4371,1.5965,0.6198,118.12,1.4803,0.5249,190.58,79.79,2.3884,0
2002-01-10,0.8917,132.7,1.6613,1.4414,1.6011,0.6186,118.33,1.4814,0.5229,191.28,79.88,2.3946,0
2002-01-11,0.8922,131.96,1.6566,1.4471,1.5966,0.6165,117.74,1.4779,0.521,190.97,79.67,2.3971,0
2002-01-14,0.8943,131.97,1.6562,1.4496,1.5953,0.6169,117.93,1.4811,0.5169,191.16,79.62,2.4008,0
2002-01-15,0.8844,131.28,1.6697,1.44,1.5887,0.6142,116.1,1.4767,0.5187,189.04,78.62,2.4044,0
2002-01-16,0.8827,131.85,1.6624,1.4367,1.5973,0.6144,116.38,1.4674,0.5156,189.42,79.31,2.3884,0
2002-01-17,0.8815,132.37,1.6659,1.4362,1.6112,0.6138,116.68,1.4685,0.5144,190.11,79.46,2.3926,0
2002-01-18,0.8847,132.61,1.6596,1.4383,1.6108,0.6151,117.32,1.4682,0.5146,190.73,79.9,2.387,0
2002-01-21,0.8835,132.52,1.6612,1.4355,1.6112,0.6155,117.08,1.4677,0.5178,190.23,79.77,2.3846,0
2002-01-22,0.8858,133.93,1.6616,1.4293,1.6086,0.6197,118.64,1.4719,0.5195,191.43,80.6,2.3749,0
2002-01-23,0.8776,134.26,1.6724,1.4237,1.6024,0.6164,117.83,1.4677,0.5176,191.15,80.28,2.3811,0
2002-01-24,0.8767,134.78,1.6771,1.4222,1.6038,0.6164,117.83,1.4703,0.5193,191.69,80.37,2.3852,0
